Country Name,ISO3 Code,Region Name,Sub-region Name,Year,Internet users (%),Grupo de Ingresos,Fixed broadband subscriptions (per 100 people),Number of internet users,Nivel Ingresos
Albania,ALB,Europe,Southern Europe,2014,60.1,Ingreso mediano alto,7.180321133,1755386.0,2.0
Albania,ALB,Europe,Southern Europe,2015,63.2529327,Ingreso mediano alto,8.402314745,1849106.0,2.0
Algeria,DZA,Africa,Northern Africa,1990,0.0,Ingreso mediano bajo,,0.0,1.0
Algeria,DZA,Africa,Northern Africa,1991,0.0,Ingreso mediano bajo,,,1.0
Algeria,DZA,Africa,Northern Africa,1992,0.0,Ingreso mediano bajo,,,1.0
Algeria,DZA,Africa,Northern Africa,1993,0.0,Ingreso mediano bajo,,,1.0
Algeria,DZA,Africa,Northern Africa,1994,0.000360674,Ingreso mediano bajo,,102.0,1.0
Algeria,DZA,Africa,Northern Africa,1995,0.001768954,Ingreso mediano bajo,,511.0,1.0
Algeria,DZA,Africa,Northern Africa,1996,0.001738533,Ingreso mediano bajo,,511.0,1.0
Algeria,DZA,Africa,Northern Africa,1997,0.010268463,Ingreso mediano bajo,,3069.0,1.0
Algeria,DZA,Africa,Northern Africa,1998,0.020238555,Ingreso mediano bajo,,6140.0,1.0
Algeria,DZA,Africa,Northern Africa,1999,0.199523843,Ingreso mediano bajo,,61385.0,1.0
Algeria,DZA,Africa,Northern Africa,2000,0.491705679,Ingreso mediano bajo,,153332.0,1.0
Algeria,DZA,Africa,Northern Africa,2001,0.646114017,Ingreso mediano bajo,,204121.0,1.0
Algeria,DZA,Africa,Northern Africa,2002,1.59164126,Ingreso mediano bajo,,509246.0,1.0
Algeria,DZA,Africa,Northern Africa,2003,2.195359731,Ingreso mediano bajo,0.055789463,711374.0,1.0
Algeria,DZA,Africa,Northern Africa,2004,4.634475088,Ingreso mediano bajo,0.110118134,1521549.0,1.0
Algeria,DZA,Africa,Northern Africa,2005,5.843942092,Ingreso mediano bajo,0.40724321,1945357.0,1.0
Algeria,DZA,Africa,Northern Africa,2006,7.375984956,Ingreso mediano bajo,0.505335721,2491454.0,1.0
Algeria,DZA,Africa,Northern Africa,2007,9.451190626,Ingreso mediano bajo,0.840106639,3241766.0,1.0
Algeria,DZA,Africa,Northern Africa,2008,10.18,Ingreso mediano bajo,1.39646274,3548821.0,1.0
Algeria,DZA,Africa,Northern Africa,2009,11.23,Ingreso mediano bajo,2.315058456,3982805.0,1.0
Algeria,DZA,Africa,Northern Africa,2010,12.5,Ingreso mediano bajo,2.501566606,4514705.0,1.0
Algeria,DZA,Africa,Northern Africa,2011,14.9,Ingreso mediano bajo,2.675159149,5486114.0,1.0
Algeria,DZA,Africa,Northern Africa,2012,18.2,Ingreso mediano bajo,3.08889162,6836984.0,1.0
Algeria,DZA,Africa,Northern Africa,2013,22.5,Ingreso mediano bajo,3.35604493,8626176.0,1.0
Algeria,DZA,Africa,Northern Africa,2014,29.5,Ingreso mediano bajo,4.109815688,11538427.0,1.0
Algeria,DZA,Africa,Northern Africa,2015,38.2,Ingreso mediano bajo,5.712209454,15230924.0,1.0
American Samoa,ASM,Oceania,Polynesia,1990,0.0,Ingreso mediano alto,,,2.0
American Samoa,ASM,Oceania,Polynesia,1991,0.0,Ingreso mediano alto,,,2.0
American Samoa,ASM,Oceania,Polynesia,1992,0.0,Ingreso mediano alto,,,2.0
American Samoa,ASM,Oceania,Polynesia,1993,0.0,Ingreso mediano alto,,,2.0
American Samoa,ASM,Oceania,Polynesia,1994,0.0,Ingreso mediano alto,,,2.0
American Samoa,ASM,Oceania,Polynesia,1995,0.0,Ingreso mediano alto,,,2.0
Andorra,AND,Europe,Southern Europe,1990,0.0,Ingreso alto,,,3.0
Andorra,AND,Europe,Southern Europe,1991,0.0,Ingreso alto,,,3.0
Andorra,AND,Europe,Southern Europe,1992,0.0,Ingreso alto,,,3.0
Andorra,AND,Europe,Southern Europe,1993,0.0,Ingreso alto,,,3.0
Andorra,AND,Europe,Southern Europe,1994,0.0,Ingreso alto,,,3.0
Andorra,AND,Europe,Southern Europe,1995,0.0,Ingreso alto,,,3.0
Andorra,AND,Europe,Southern Europe,1996,1.526601023,Ingreso alto,,,3.0
Andorra,AND,Europe,Southern Europe,1997,3.050175385,Ingreso alto,,,3.0
Andorra,AND,Europe,Southern Europe,1998,6.886209218,Ingreso alto,,,3.0
Andorra,AND,Europe,Southern Europe,1999,7.635686143,Ingreso alto,,,3.0
Andorra,AND,Europe,Southern Europe,2000,10.53883561,Ingreso alto,,,3.0
Andorra,AND,Europe,Southern Europe,2002,11.26046872,Ingreso alto,1.638852803,,3.0
Andorra,AND,Europe,Southern Europe,2003,13.54641288,Ingreso alto,4.920608893,,3.0
Andorra,AND,Europe,Southern Europe,2004,26.83795439,Ingreso alto,8.239336866,,3.0
Andorra,AND,Europe,Southern Europe,2005,37.60576622,Ingreso alto,13.11194796,,3.0
Andorra,AND,Europe,Southern Europe,2006,48.936847,Ingreso alto,18.04600398,,3.0
Andorra,AND,Europe,Southern Europe,2007,70.87,Ingreso alto,22.40578588,,3.0
Andorra,AND,Europe,Southern Europe,2008,70.04,Ingreso alto,24.65002027,,3.0
Andorra,AND,Europe,Southern Europe,2009,78.53,Ingreso alto,27.16100541,,3.0
Andorra,AND,Europe,Southern Europe,2010,81.0,Ingreso alto,29.01396109,,3.0
Andorra,AND,Europe,Southern Europe,2011,81.0,Ingreso alto,30.762893,,3.0
Andorra,AND,Europe,Southern Europe,2012,86.43442462,Ingreso alto,32.64100355,,3.0
Andorra,AND,Europe,Southern Europe,2013,94.0,Ingreso alto,34.33530592,,3.0
Andorra,AND,Europe,Southern Europe,2014,95.9,Ingreso alto,36.31979599,,3.0
Andorra,AND,Europe,Southern Europe,2015,96.91,Ingreso alto,39.34573329,,3.0
Angola,AGO,Africa,Sub-Saharan Africa,1990,0.0,Ingreso mediano bajo,,0.0,1.0
Angola,AGO,Africa,Sub-Saharan Africa,1991,0.0,Ingreso mediano bajo,,,1.0
Angola,AGO,Africa,Sub-Saharan Africa,1992,0.0,Ingreso mediano bajo,,,1.0
Angola,AGO,Africa,Sub-Saharan Africa,1993,0.0,Ingreso mediano bajo,,,1.0
Angola,AGO,Africa,Sub-Saharan Africa,1994,0.0,Ingreso mediano bajo,,,1.0
Angola,AGO,Africa,Sub-Saharan Africa,1995,0.0,Ingreso mediano bajo,,,1.0
Angola,AGO,Africa,Sub-Saharan Africa,1996,0.000775929,Ingreso mediano bajo,,114.0,1.0
Angola,AGO,Africa,Sub-Saharan Africa,1997,0.005673746,Ingreso mediano bajo,,856.0,1.0
Angola,AGO,Africa,Sub-Saharan Africa,1998,0.018453724,Ingreso mediano bajo,,2861.0,1.0
Angola,AGO,Africa,Sub-Saharan Africa,1999,0.071964087,Ingreso mediano bajo,,11478.0,1.0
Angola,AGO,Africa,Sub-Saharan Africa,2000,0.105045562,Ingreso mediano bajo,,17270.0,1.0
Angola,AGO,Africa,Sub-Saharan Africa,2001,0.136013867,Ingreso mediano bajo,,23100.0,1.0
Angola,AGO,Africa,Sub-Saharan Africa,2002,0.270376746,Ingreso mediano bajo,,47512.0,1.0
Angola,AGO,Africa,Sub-Saharan Africa,2003,0.370682065,Ingreso mediano bajo,,67477.0,1.0
Angola,AGO,Africa,Sub-Saharan Africa,2004,0.464814618,Ingreso mediano bajo,,87691.0,1.0
Angola,AGO,Africa,Sub-Saharan Africa,2005,1.143366827,Ingreso mediano bajo,,223557.0,1.0
Angola,AGO,Africa,Sub-Saharan Africa,2006,1.5,Ingreso mediano bajo,0.037012589,303936.0,1.0
Angola,AGO,Africa,Sub-Saharan Africa,2007,1.7,Ingreso mediano bajo,0.0559665,356961.0,1.0
Angola,AGO,Africa,Sub-Saharan Africa,2008,1.9,Ingreso mediano bajo,0.073480222,413429.0,1.0
Angola,AGO,Africa,Sub-Saharan Africa,2009,2.3,Ingreso mediano bajo,0.066624379,518640.0,1.0
Angola,AGO,Africa,Sub-Saharan Africa,2010,2.8,Ingreso mediano bajo,0.064222649,654336.0,1.0
Angola,AGO,Africa,Sub-Saharan Africa,2011,3.1,Ingreso mediano bajo,0.06530375,750776.0,1.0
Angola,AGO,Africa,Sub-Saharan Africa,2012,6.5,Ingreso mediano bajo,0.081695302,1631250.0,1.0
Angola,AGO,Africa,Sub-Saharan Africa,2013,8.9,Ingreso mediano bajo,0.085648015,2313852.0,1.0
Angola,AGO,Africa,Sub-Saharan Africa,2014,21.4,Ingreso mediano bajo,0.325702323,2745888.0,1.0
Angola,AGO,Africa,Sub-Saharan Africa,2015,12.4,Ingreso mediano bajo,0.550742009,3454554.0,1.0
Antigua and Barbuda,ATG,Americas,Latin America and the Caribbean,1990,0.0,Ingreso alto,,0.0,3.0
Antigua and Barbuda,ATG,Americas,Latin America and the Caribbean,1991,0.0,Ingreso alto,,,3.0
Antigua and Barbuda,ATG,Americas,Latin America and the Caribbean,1992,0.0,Ingreso alto,,,3.0
Antigua and Barbuda,ATG,Americas,Latin America and the Caribbean,1993,0.0,Ingreso alto,,,3.0
Antigua and Barbuda,ATG,Americas,Latin America and the Caribbean,1994,0.0,Ingreso alto,,,3.0
Antigua and Barbuda,ATG,Americas,Latin America and the Caribbean,1995,2.200768802,Ingreso alto,,1620.0,3.0
Antigua and Barbuda,ATG,Americas,Latin America and the Caribbean,1996,2.858449577,Ingreso alto,,2162.0,3.0
Antigua and Barbuda,ATG,Americas,Latin America and the Caribbean,1997,3.480536838,Ingreso alto,,2706.0,3.0
Antigua and Barbuda,ATG,Americas,Latin America and the Caribbean,1998,4.0717165,Ingreso alto,,3251.0,3.0
Antigua and Barbuda,ATG,Americas,Latin America and the Caribbean,1999,5.300681138,Ingreso alto,,4338.0,3.0
Antigua and Barbuda,ATG,Americas,Latin America and the Caribbean,2000,6.482225737,Ingreso alto,,5418.0,3.0
Antigua and Barbuda,ATG,Americas,Latin America and the Caribbean,2001,8.899285515,Ingreso alto,,7569.0,3.0
Antigua and Barbuda,ATG,Americas,Latin America and the Caribbean,2002,12.5,Ingreso alto,,10783.0,3.0
Antigua and Barbuda,ATG,Americas,Latin America and the Caribbean,2003,17.22864878,Ingreso alto,,15039.0,3.0
Antigua and Barbuda,ATG,Americas,Latin America and the Caribbean,2004,24.26654372,Ingreso alto,2.068810994,21417.0,3.0
Antigua and Barbuda,ATG,Americas,Latin America and the Caribbean,2005,27.0,Ingreso alto,7.120849445,24098.0,3.0
Antigua and Barbuda,ATG,Americas,Latin America and the Caribbean,2006,30.0,Ingreso alto,1.863271426,27090.0,3.0
Antigua and Barbuda,ATG,Americas,Latin America and the Caribbean,2007,34.0,Ingreso alto,2.696784329,31070.0,3.0
Antigua and Barbuda,ATG,Americas,Latin America and the Caribbean,2008,38.0,Ingreso alto,5.838612598,35142.0,3.0
Antigua and Barbuda,ATG,Americas,Latin America and the Caribbean,2009,42.0,Ingreso alto,18.46079358,39304.0,3.0
Antigua and Barbuda,ATG,Americas,Latin America and the Caribbean,2010,47.0,Ingreso alto,8.087199527,44491.0,3.0
Antigua and Barbuda,ATG,Americas,Latin America and the Caribbean,2011,52.0,Ingreso alto,6.72246311,49774.0,3.0
Antigua and Barbuda,ATG,Americas,Latin America and the Caribbean,2012,58.0,Ingreso alto,14.45652535,56131.0,3.0
Antigua and Barbuda,ATG,Americas,Latin America and the Caribbean,2013,63.4,Ingreso alto,17.09755671,62020.0,3.0
Antigua and Barbuda,ATG,Americas,Latin America and the Caribbean,2014,67.78,Ingreso alto,11.61815864,67017.0,3.0
Antigua and Barbuda,ATG,Americas,Latin America and the Caribbean,2015,70.0,Ingreso alto,10.68764295,69946.0,3.0
Argentina,ARG,Americas,Latin America and the Caribbean,1990,0.0,Ingreso mediano alto,,0.0,2.0
Argentina,ARG,Americas,Latin America and the Caribbean,1991,0.0,Ingreso mediano alto,,,2.0
Argentina,ARG,Americas,Latin America and the Caribbean,1992,0.002992874,Ingreso mediano alto,,1007.0,2.0
Argentina,ARG,Americas,Latin America and the Caribbean,1993,0.029527065,Ingreso mediano alto,,10072.0,2.0
Argentina,ARG,Americas,Latin America and the Caribbean,1994,0.043705951,Ingreso mediano alto,,15104.0,2.0
Argentina,ARG,Americas,Latin America and the Caribbean,1995,0.086277081,Ingreso mediano alto,,30193.0,2.0
Argentina,ARG,Americas,Latin America and the Caribbean,1996,0.141954704,Ingreso mediano alto,,50280.0,2.0
Argentina,ARG,Americas,Latin America and the Caribbean,1997,0.280339882,Ingreso mediano alto,,100457.0,2.0
Argentina,ARG,Americas,Latin America and the Caribbean,1998,0.83076668,Ingreso mediano alto,,301083.0,2.0
Argentina,ARG,Americas,Latin America and the Caribbean,1999,3.284481956,Ingreso mediano alto,,1203699.0,2.0
Argentina,ARG,Americas,Latin America and the Caribbean,2000,7.038683086,Ingreso mediano alto,,2608357.0,2.0
Argentina,ARG,Americas,Latin America and the Caribbean,2001,9.780807285,Ingreso mediano alto,0.252175334,3665016.0,2.0
Argentina,ARG,Americas,Latin America and the Caribbean,2002,10.88212438,Ingreso mediano alto,0.392763085,4123168.0,2.0
Argentina,ARG,Americas,Latin America and the Caribbean,2003,11.91369655,Ingreso mediano alto,0.679610106,4564063.0,2.0
Argentina,ARG,Americas,Latin America and the Caribbean,2004,16.03668411,Ingreso mediano alto,1.410369414,6210799.0,2.0
Argentina,ARG,Americas,Latin America and the Caribbean,2005,17.72058337,Ingreso mediano alto,2.382751765,6936809.0,2.0
Argentina,ARG,Americas,Latin America and the Caribbean,2006,20.9272021,Ingreso mediano alto,4.030842244,8278569.0,2.0
Argentina,ARG,Americas,Latin America and the Caribbean,2007,25.94663294,Ingreso mediano alto,6.551710192,10370927.0,2.0
Argentina,ARG,Americas,Latin America and the Caribbean,2008,28.11262348,Ingreso mediano alto,7.771278857,11352549.0,2.0
Argentina,ARG,Americas,Latin America and the Caribbean,2009,34.0,Ingreso mediano alto,8.672885869,13871798.0,2.0
Argentina,ARG,Americas,Latin America and the Caribbean,2010,45.0,Ingreso mediano alto,9.850015718,18550750.0,2.0
Argentina,ARG,Americas,Latin America and the Caribbean,2011,51.0,Ingreso mediano alto,11.0647814,21245008.0,2.0
Argentina,ARG,Americas,Latin America and the Caribbean,2012,55.8,Ingreso mediano alto,12.33040075,23489980.0,2.0
Argentina,ARG,Americas,Latin America and the Caribbean,2013,59.9,Ingreso mediano alto,14.81423726,25481415.0,2.0
Argentina,ARG,Americas,Latin America and the Caribbean,2014,64.7,Ingreso mediano alto,15.29042819,27809040.0,2.0
Argentina,ARG,Americas,Latin America and the Caribbean,2015,68.04306411,Ingreso mediano alto,15.91589272,29542778.0,2.0
Armenia,ARM,Asia,Western Asia,1990,0.0,Ingreso mediano alto,,0.0,2.0
Armenia,ARM,Asia,Western Asia,1991,0.0,Ingreso mediano alto,,,2.0
Armenia,ARM,Asia,Western Asia,1992,0.0,Ingreso mediano alto,,,2.0
Armenia,ARM,Asia,Western Asia,1993,0.0,Ingreso mediano alto,,,2.0
Armenia,ARM,Asia,Western Asia,1994,0.009117014,Ingreso mediano alto,,299.0,2.0
Armenia,ARM,Asia,Western Asia,1995,0.052743123,Ingreso mediano alto,,1697.0,2.0
Armenia,ARM,Asia,Western Asia,1996,0.094572902,Ingreso mediano alto,,2996.0,2.0
Armenia,ARM,Asia,Western Asia,1997,0.111650935,Ingreso mediano alto,,3498.0,2.0
Armenia,ARM,Asia,Western Asia,1998,0.128659478,Ingreso mediano alto,,4000.0,2.0
Armenia,ARM,Asia,Western Asia,1999,0.970737757,Ingreso mediano alto,,29986.0,2.0
Armenia,ARM,Asia,Western Asia,2000,1.300470022,Ingreso mediano alto,,39919.0,2.0
Armenia,ARM,Asia,Western Asia,2001,1.631094667,Ingreso mediano alto,0.000196677,49759.0,2.0
Armenia,ARM,Asia,Western Asia,2002,1.960405046,Ingreso mediano alto,0.00026368,59477.0,2.0
Armenia,ARM,Asia,Western Asia,2003,4.575217225,Ingreso mediano alto,0.000331353,138071.0,2.0
Armenia,ARM,Asia,Western Asia,2004,4.899008571,Ingreso mediano alto,0.033325335,147000.0,2.0
Armenia,ARM,Asia,Western Asia,2005,5.252983352,Ingreso mediano alto,0.066750099,156605.0,2.0
Armenia,ARM,Asia,Western Asia,2006,5.631787777,Ingreso mediano alto,,166616.0,2.0
Armenia,ARM,Asia,Western Asia,2007,6.021253397,Ingreso mediano alto,0.132986976,176607.0,2.0
Armenia,ARM,Asia,Western Asia,2008,6.21,Ingreso mediano alto,0.474580911,180600.0,2.0
Armenia,ARM,Asia,Western Asia,2009,15.3,Ingreso mediano alto,1.381119438,441953.0,2.0
Armenia,ARM,Asia,Western Asia,2010,25.0,Ingreso mediano alto,3.252541689,719328.0,2.0
Armenia,ARM,Asia,Western Asia,2011,32.0,Ingreso mediano alto,5.582161612,920186.0,2.0
Armenia,ARM,Asia,Western Asia,2012,37.5,Ingreso mediano alto,7.352142718,1080721.0,2.0
Armenia,ARM,Asia,Western Asia,2013,41.9,Ingreso mediano alto,8.388287086,1212380.0,2.0
Armenia,ARM,Asia,Western Asia,2014,54.62280586,Ingreso mediano alto,9.369734814,1587459.0,2.0
Armenia,ARM,Asia,Western Asia,2015,59.10083377,Ingreso mediano alto,9.786833464,1723987.0,2.0
Aruba,ABW,Americas,Latin America and the Caribbean,1990,0.0,Ingreso alto,,0.0,3.0
Aruba,ABW,Americas,Latin America and the Caribbean,1991,0.0,Ingreso alto,,,3.0
Aruba,ABW,Americas,Latin America and the Caribbean,1992,0.0,Ingreso alto,,,3.0
Aruba,ABW,Americas,Latin America and the Caribbean,1993,0.0,Ingreso alto,,,3.0
Aruba,ABW,Americas,Latin America and the Caribbean,1994,0.0,Ingreso alto,,,3.0
Aruba,ABW,Americas,Latin America and the Caribbean,1995,0.0,Ingreso alto,,,3.0
Aruba,ABW,Americas,Latin America and the Caribbean,1996,2.768382663,Ingreso alto,,2303.0,3.0
Aruba,ABW,Americas,Latin America and the Caribbean,1999,4.506179098,Ingreso alto,,4011.0,3.0
Aruba,ABW,Americas,Latin America and the Caribbean,2000,15.44282295,Ingreso alto,,14030.0,3.0
Aruba,ABW,Americas,Latin America and the Caribbean,2001,17.1,Ingreso alto,,15886.0,3.0
Aruba,ABW,Americas,Latin America and the Caribbean,2002,18.8,Ingreso alto,,17858.0,3.0
Aruba,ABW,Americas,Latin America and the Caribbean,2003,20.8,Ingreso alto,1.442015317,20180.0,3.0
Aruba,ABW,Americas,Latin America and the Caribbean,2004,23.0,Ingreso alto,7.052067614,22710.0,3.0
Aruba,ABW,Americas,Latin America and the Caribbean,2005,25.4,Ingreso alto,12.27019624,25408.0,3.0
Aruba,ABW,Americas,Latin America and the Caribbean,2006,28.0,Ingreso alto,13.83759446,28233.0,3.0
Aruba,ABW,Americas,Latin America and the Caribbean,2007,30.9,Ingreso alto,15.8028887,31277.0,3.0
Aruba,ABW,Americas,Latin America and the Caribbean,2008,52.0,Ingreso alto,18.14952939,52704.0,3.0
Aruba,ABW,Americas,Latin America and the Caribbean,2009,58.0,Ingreso alto,18.53038293,58843.0,3.0
Aruba,ABW,Americas,Latin America and the Caribbean,2010,62.0,Ingreso alto,18.90153341,63035.0,3.0
Aruba,ABW,Americas,Latin America and the Caribbean,2011,69.0,Ingreso alto,,70417.0,3.0
Aruba,ABW,Americas,Latin America and the Caribbean,2012,74.0,Ingreso alto,,75907.0,3.0
Aruba,ABW,Americas,Latin America and the Caribbean,2013,78.9,Ingreso alto,18.61204548,81415.0,3.0
Aruba,ABW,Americas,Latin America and the Caribbean,2014,83.78,Ingreso alto,18.50174417,86959.0,3.0
Aruba,ABW,Americas,Latin America and the Caribbean,2015,88.66122693,Ingreso alto,18.20952454,92510.0,3.0
Australia,AUS,Oceania,Australia and New Zealand,1990,0.585094712,Ingreso alto,,99709.0,3.0
Australia,AUS,Oceania,Australia and New Zealand,1991,1.097203891,Ingreso alto,,189508.0,3.0
Australia,AUS,Oceania,Australia and New Zealand,1992,1.768764913,Ingreso alto,,309285.0,3.0
Australia,AUS,Oceania,Australia and New Zealand,1993,1.974611016,Ingreso alto,,349259.0,3.0
Australia,AUS,Oceania,Australia and New Zealand,1994,2.232101254,Ingreso alto,,399161.0,3.0
Australia,AUS,Oceania,Australia and New Zealand,1995,2.759654513,Ingreso alto,,498856.0,3.0
Australia,AUS,Oceania,Australia and New Zealand,1996,3.27524987,Ingreso alto,,598443.0,3.0
Australia,AUS,Oceania,Australia and New Zealand,1997,16.36935838,Ingreso alto,,3023026.0,3.0
Australia,AUS,Oceania,Australia and New Zealand,1998,30.81323944,Ingreso alto,,5751305.0,3.0
Australia,AUS,Oceania,Australia and New Zealand,1999,40.7837839,Ingreso alto,,7693499.0,3.0
Australia,AUS,Oceania,Australia and New Zealand,2000,46.75611561,Ingreso alto,,8914445.0,3.0
Australia,AUS,Oceania,Australia and New Zealand,2001,52.68926643,Ingreso alto,0.639760867,10152449.0,3.0
Australia,AUS,Oceania,Australia and New Zealand,2005,63.0,Ingreso alto,9.990812021,12750509.0,3.0
Australia,AUS,Oceania,Australia and New Zealand,2006,66.0,Ingreso alto,19.00001184,13578580.0,3.0
Australia,AUS,Oceania,Australia and New Zealand,2007,69.45,Ingreso alto,,14547458.0,3.0
Australia,AUS,Oceania,Australia and New Zealand,2008,71.67,Ingreso alto,24.91529036,15296165.0,3.0
Australia,AUS,Oceania,Australia and New Zealand,2009,74.25,Ingreso alto,24.00365852,16141237.0,3.0
Australia,AUS,Oceania,Australia and New Zealand,2010,76.0,Ingreso alto,24.8705928,16811249.0,3.0
Australia,AUS,Oceania,Australia and New Zealand,2011,79.48769771,Ingreso alto,24.63395046,17868675.0,3.0
Australia,AUS,Oceania,Australia and New Zealand,2012,79.0,Ingreso alto,25.03935129,18029261.0,3.0
Australia,AUS,Oceania,Australia and New Zealand,2013,83.45349717,Ingreso alto,25.71929639,19320093.0,3.0
Australia,AUS,Oceania,Australia and New Zealand,2014,84.0,Ingreso alto,27.69911237,19718721.0,3.0
Australia,AUS,Oceania,Australia and New Zealand,2015,84.56051491,Ingreso alto,28.53023892,20125028.0,3.0
Austria,AUT,Europe,Western Europe,1990,0.130369377,Ingreso alto,,10070.0,3.0
Austria,AUT,Europe,Western Europe,1991,0.259081553,Ingreso alto,,20138.0,3.0
Austria,AUT,Europe,Western Europe,1992,0.642817619,Ingreso alto,,50339.0,3.0
Austria,AUT,Europe,Western Europe,1993,0.76534273,Ingreso alto,,60402.0,3.0
Austria,AUT,Europe,Western Europe,1994,1.393422968,Ingreso alto,,110738.0,3.0
Austria,AUT,Europe,Western Europe,1995,1.890210524,Ingreso alto,,151030.0,3.0
Austria,AUT,Europe,Western Europe,1996,6.909162353,Ingreso alto,,553967.0,3.0
Austria,AUT,Europe,Western Europe,1997,9.533974317,Ingreso alto,,765852.0,3.0
Austria,AUT,Europe,Western Europe,1998,15.42121932,Ingreso alto,,1240028.0,3.0
Austria,AUT,Europe,Western Europe,1999,23.0443171,Ingreso alto,0.632210727,1855324.0,3.0
Austria,AUT,Europe,Western Europe,2000,33.73013295,Ingreso alto,2.360806595,2721778.0,3.0
