Entity,ISO3 Code,Region Name,Sub-region Name,Year,Internet users (%),Grupo de Ingresos del Banco Mundial ,Fixed broadband subscriptions (per 100 people),Number of internet users (OWID based on WB & UN)
Cote d'Ivoire,,,,2014,19.2742298,,0.56013233,4342744.0
Cote d'Ivoire,,,,2015,38.44000017,,0.472342739,8882897.0
Cote d'Ivoire,,,,2016,41.20781493,,0.572478854,9765088.0
Cote d'Ivoire,,,,2017,43.83992085,,0.584450845,10650799.0
Cote d'Ivoire,,,,2018,37.54653613,,0.701728773,
Cote d'Ivoire,,,,2019,36.45378947,,0.842737656,
Curacao,,,,2016,61.85551074,,26.5212478,98580.0
Curacao,,,,2017,68.12721625,,30.46229251,
Democratic Republic of Congo,,,,1990,0.0,,,0.0
Democratic Republic of Congo,,,,1991,0.0,,,
Democratic Republic of Congo,,,,1992,0.0,,,
Democratic Republic of Congo,,,,1993,0.0,,,
Democratic Republic of Congo,,,,1994,0.0,,,
Democratic Republic of Congo,,,,1995,0.0,,,
Democratic Republic of Congo,,,,1996,0.000108207,,,46.0
Democratic Republic of Congo,,,,1997,0.000211213,,,93.0
Democratic Republic of Congo,,,,1998,0.000413065,,,185.0
Democratic Republic of Congo,,,,1999,0.001009076,,,463.0
Democratic Republic of Congo,,,,2000,0.005902114,,,2779.0
Democratic Republic of Congo,,,,2001,0.011475782,,,5554.0
Democratic Republic of Congo,,,,2002,0.092790702,,,46243.0
Democratic Republic of Congo,,,,2003,0.134914837,,,69333.0
Democratic Republic of Congo,,,,2004,0.196208375,,,104058.0
Democratic Republic of Congo,,,,2005,0.238037799,,,130329.0
Democratic Republic of Congo,,,,2006,0.29605361,,,167398.0
Democratic Republic of Congo,,,,2007,0.37,,,216145.0
Democratic Republic of Congo,,,,2008,0.44,,,265644.0
Democratic Republic of Congo,,,,2009,0.56,,,349493.0
Democratic Republic of Congo,,,,2010,0.72,,0.0,464567.0
Democratic Republic of Congo,,,,2011,1.2,,,800563.0
Democratic Republic of Congo,,,,2012,1.679961015,,,1158815.0
Democratic Republic of Congo,,,,2013,2.2,,0.000630616,1568953.0
Democratic Republic of Congo,,,,2014,3.0,,0.000677806,2211686.0
Democratic Republic of Congo,,,,2015,3.799999507,,0.001311569,2895471.0
Democratic Republic of Congo,,,,2016,6.20997406,,0.001269211,4889495.0
Democratic Republic of Congo,,,,2017,8.619904916,,0.00122852,
Early-demographic dividend,,,,1990,0.0002428583093107,,,
Early-demographic dividend,,,,1991,0.0009592078781956,,,
Early-demographic dividend,,,,1992,0.0023569583607503,,,
Early-demographic dividend,,,,1993,0.0054493996969493,,,
Early-demographic dividend,,,,1994,0.0114104654970188,,,
Early-demographic dividend,,,,1995,0.0403776685826791,,,
Early-demographic dividend,,,,1996,0.0801944735104644,,,
Early-demographic dividend,,,,1997,0.162571964183421,,,
Early-demographic dividend,,,,1998,0.342002338689618,,,
Early-demographic dividend,,,,1999,0.610515181076289,,,
Early-demographic dividend,,,,2000,1.22726119279789,,,
Early-demographic dividend,,,,2001,1.68205502198015,,0.0195883787548591,
Early-demographic dividend,,,,2002,2.82828584755921,,0.0534237552148024,
Early-demographic dividend,,,,2003,3.39543202868693,,0.105660557411012,
Early-demographic dividend,,,,2004,4.20164812374342,,0.206875006903204,
Early-demographic dividend,,,,2005,4.87393456483857,,0.363903643230244,
Early-demographic dividend,,,,2006,5.75267095432633,,0.560776747535111,
Early-demographic dividend,,,,2007,7.31451993399859,,0.812685898957646,
Early-demographic dividend,,,,2008,8.47397596468774,,1.14208287360036,
Early-demographic dividend,,,,2009,9.66419684431853,,1.47830761622147,
Early-demographic dividend,,,,2010,12.7928570244362,,1.75169105952359,
Early-demographic dividend,,,,2011,15.4256703431444,,2.03310786084519,
Early-demographic dividend,,,,2012,18.0765076283703,,2.35473010757182,
Early-demographic dividend,,,,2013,20.9099361376341,,2.51230327000771,
Early-demographic dividend,,,,2014,25.4490759552748,,2.7334406219636,
Early-demographic dividend,,,,2015,25.7798192940918,,3.14454307779528,
Early-demographic dividend,,,,2016,30.170089959806,,3.46340789963909,
Early-demographic dividend,,,,2017,37.7934720812652,,3.69308533075187,
Early-demographic dividend,,,,2018,33.8490106590023,,4.2164862804068,
East Asia & Pacific,,,,1990,0.0072108745794878,,,
East Asia & Pacific,,,,1991,0.0148675340362716,,,
East Asia & Pacific,,,,1992,0.0311976182830164,,,
East Asia & Pacific,,,,1993,0.062183679879623,,,
East Asia & Pacific,,,,1994,0.107776621019807,,,
East Asia & Pacific,,,,1995,0.193066878560003,,,
East Asia & Pacific,,,,1996,0.467536911294776,,,
East Asia & Pacific,,,,1997,1.08368558341961,,,
East Asia & Pacific,,,,1998,1.88541468355169,,,
East Asia & Pacific,,,,1999,3.41787819769399,,,
East Asia & Pacific,,,,2000,5.60924070528704,,0.321039361471149,
East Asia & Pacific,,,,2001,7.27835490444649,,0.739899877374855,
East Asia & Pacific,,,,2002,9.03018298411244,,1.37265903658744,
East Asia & Pacific,,,,2003,10.5786362918198,,2.09700750141283,
East Asia & Pacific,,,,2004,12.6281762173798,,3.10912774776403,
East Asia & Pacific,,,,2005,14.6865023197775,,3.91980662750335,
East Asia & Pacific,,,,2006,16.6375335685497,,4.92432911619111,
East Asia & Pacific,,,,2007,20.7904574744464,,5.75116727483476,
East Asia & Pacific,,,,2008,25.2855108798676,,6.89663275708642,
East Asia & Pacific,,,,2009,29.5506961195955,,8.14558417601514,
East Asia & Pacific,,,,2010,34.2705539668784,,9.65855968900341,
East Asia & Pacific,,,,2011,37.4023237117011,,10.8174151247569,
East Asia & Pacific,,,,2012,40.743754029271,,12.051721455067,
East Asia & Pacific,,,,2013,44.123035166719,,12.7656521798024,
East Asia & Pacific,,,,2014,46.838477159998,,13.3876542443924,
East Asia & Pacific,,,,2015,49.0084270896419,,16.489385318836,
East Asia & Pacific,,,,2016,53.1874208856639,,18.6158425434135,
East Asia & Pacific,,,,2017,54.925228895795,,21.8664135037003,
East Asia & Pacific (IDA & IBRD),,,,1990,0.0,,,
East Asia & Pacific (IDA & IBRD),,,,1991,1.8094029432e-06,,,
East Asia & Pacific (IDA & IBRD),,,,1992,2.37747580276e-05,,,
East Asia & Pacific (IDA & IBRD),,,,1993,0.0008859651772043,,,
East Asia & Pacific (IDA & IBRD),,,,1994,0.0036835919457428,,,
East Asia & Pacific (IDA & IBRD),,,,1995,0.0119898223602309,,,
East Asia & Pacific (IDA & IBRD),,,,1996,0.033627577725944,,,
East Asia & Pacific (IDA & IBRD),,,,1997,0.0953209178190883,,,
East Asia & Pacific (IDA & IBRD),,,,1998,0.327365983459329,,,
East Asia & Pacific (IDA & IBRD),,,,1999,0.863200265390321,,,
East Asia & Pacific (IDA & IBRD),,,,2000,1.91834617572214,,0.0017748899152151,
East Asia & Pacific (IDA & IBRD),,,,2001,2.81298348140194,,0.0218041739858095,
East Asia & Pacific (IDA & IBRD),,,,2002,4.46074903483536,,0.195617988558238,
East Asia & Pacific (IDA & IBRD),,,,2003,5.83253880438078,,0.632716825635147,
East Asia & Pacific (IDA & IBRD),,,,2004,6.96641522664208,,1.39997450308533,
East Asia & Pacific (IDA & IBRD),,,,2005,8.41782314285455,,2.05313775476958,
East Asia & Pacific (IDA & IBRD),,,,2006,10.2960422805517,,2.80598145592011,
East Asia & Pacific (IDA & IBRD),,,,2007,14.5654376913843,,3.71412283454686,
East Asia & Pacific (IDA & IBRD),,,,2008,19.5137088127357,,4.65589671450272,
East Asia & Pacific (IDA & IBRD),,,,2009,24.0859015493009,,5.87934037740468,
East Asia & Pacific (IDA & IBRD),,,,2010,29.3405130466642,,7.33659494200336,
East Asia & Pacific (IDA & IBRD),,,,2011,32.806699904442,,8.62638601987155,
East Asia & Pacific (IDA & IBRD),,,,2012,36.529159469127,,9.87481665456479,
East Asia & Pacific (IDA & IBRD),,,,2013,39.7164193738599,,10.5884502629794,
East Asia & Pacific (IDA & IBRD),,,,2014,42.0618027503692,,11.1843425023374,
East Asia & Pacific (IDA & IBRD),,,,2015,44.3013490391452,,14.7058542001016,
East Asia & Pacific (IDA & IBRD),,,,2016,48.7288078320717,,16.9805127357596,
East Asia & Pacific (IDA & IBRD),,,,2017,50.9964371075183,,20.5377498949973,
East Asia & Pacific (excluding high income),,,,1990,0.0,,,
East Asia & Pacific (excluding high income),,,,1991,1.7870713951e-06,,,
East Asia & Pacific (excluding high income),,,,1992,2.3480617955e-05,,,
East Asia & Pacific (excluding high income),,,,1993,0.0008749663936258,,,
East Asia & Pacific (excluding high income),,,,1994,0.003637717465904,,,
East Asia & Pacific (excluding high income),,,,1995,0.0118402019748799,,,
East Asia & Pacific (excluding high income),,,,1996,0.033627577725944,,,
East Asia & Pacific (excluding high income),,,,1997,0.0940977216703898,,,
East Asia & Pacific (excluding high income),,,,1998,0.32318177871606,,,
East Asia & Pacific (excluding high income),,,,1999,0.852457293643859,,,
East Asia & Pacific (excluding high income),,,,2000,1.89386467568083,,0.0017748899152151,
East Asia & Pacific (excluding high income),,,,2001,2.77799219518233,,0.0218041739858095,
East Asia & Pacific (excluding high income),,,,2002,4.40510188793623,,0.195617988558238,
East Asia & Pacific (excluding high income),,,,2003,5.75970228168088,,0.632716825635147,
East Asia & Pacific (excluding high income),,,,2004,6.8794040853848,,1.39998567263332,
East Asia & Pacific (excluding high income),,,,2005,8.31300609300024,,2.05315393662138,
East Asia & Pacific (excluding high income),,,,2006,10.1680244802091,,2.80600512743452,
East Asia & Pacific (excluding high income),,,,2007,14.3849555089716,,3.71415461729616,
East Asia & Pacific (excluding high income),,,,2008,19.2725284794523,,4.65593583216954,
East Asia & Pacific (excluding high income),,,,2009,23.7890210408462,,5.87938804744466,
East Asia & Pacific (excluding high income),,,,2010,28.9798350006277,,7.33664084795102,
East Asia & Pacific (excluding high income),,,,2011,32.4043507882818,,8.62643698041165,
East Asia & Pacific (excluding high income),,,,2012,36.0824061806959,,9.87485989979124,
East Asia & Pacific (excluding high income),,,,2013,39.231870894012,,10.5884532734038,
East Asia & Pacific (excluding high income),,,,2014,42.0618027503691,,11.1843859745554,
East Asia & Pacific (excluding high income),,,,2015,44.3013490391452,,14.7059212607148,
East Asia & Pacific (excluding high income),,,,2016,48.7288078320717,,16.9805127357596,
East Asia & Pacific (excluding high income),,,,2017,50.9963791413882,,20.5377498949973,
Euro area,,,,1990,0.0725336593967473,,,
Euro area,,,,1991,0.160173020815436,,,
Euro area,,,,1992,0.311158037685501,,,
Euro area,,,,1993,0.459291040668755,,,
Euro area,,,,1994,0.829154397763534,,,
Euro area,,,,1995,1.66765007108948,,,
Euro area,,,,1996,2.88052416442643,,,
Euro area,,,,1997,5.09786757111269,,,
Euro area,,,,1998,8.00428829277709,,,
Euro area,,,,1999,15.1985626289103,,,
Euro area,,,,2000,22.466023090271,,0.45090825245564,
Euro area,,,,2001,27.3076485860024,,1.69458407146467,
Euro area,,,,2002,35.0831858267351,,3.25314944012595,
Euro area,,,,2003,42.0088819877324,,5.43471992908188,
Euro area,,,,2004,47.3731624421905,,9.1607593933245,
Euro area,,,,2005,51.1537093991079,,13.2082904671283,
Euro area,,,,2006,54.8400190482736,,17.4689092483054,
Euro area,,,,2007,61.3114585140586,,21.4594166450004,
Euro area,,,,2008,64.7954913587689,,24.1077392089791,
Euro area,,,,2009,67.1051439207469,,26.2807236937119,
Euro area,,,,2010,71.0268964950833,,27.9903244032357,
Euro area,,,,2011,72.0135129793658,,29.2451981140374,
Euro area,,,,2012,74.118926824524,,30.2211312947705,
Euro area,,,,2013,75.8504085743528,,31.2692438746175,
Euro area,,,,2014,77.0892366119682,,32.4574045823057,
Euro area,,,,2015,77.4716869638744,,33.64380333848,
Euro area,,,,2016,77.8904811425183,,34.8186890683153,
Euro area,,,,2017,79.6401081430677,,36.036782531268,
Euro area,,,,2018,82.9829541724975,,36.9575232986549,
Euro area,,,,2019,86.6883617185499,,37.8043615183786,
Europe & Central Asia,,,,1990,0.0480578365396327,,,
Europe & Central Asia,,,,1991,0.101974967923665,,,
Europe & Central Asia,,,,1992,0.180908244543511,,,
Europe & Central Asia,,,,1993,0.280383195748255,,,
Europe & Central Asia,,,,1994,0.525900906412995,,,
Europe & Central Asia,,,,1995,0.993127406108802,,,
Europe & Central Asia,,,,1996,1.84142963189443,,,
Europe & Central Asia,,,,1997,3.35516976825611,,,
Europe & Central Asia,,,,1998,5.43118078239689,,,
Europe & Central Asia,,,,1999,9.22580389323301,,,
Europe & Central Asia,,,,2000,13.1562561903324,,,
Europe & Central Asia,,,,2001,16.3803387158186,,,
Europe & Central Asia,,,,2002,23.0071335793086,,1.8922282010748,
Europe & Central Asia,,,,2003,28.3097579073797,,3.19207859255166,
Europe & Central Asia,,,,2004,32.2957314989659,,5.49892518916752,
Europe & Central Asia,,,,2005,35.1437321740684,,7.68584221406037,
Europe & Central Asia,,,,2006,38.0102150246682,,10.6885024587166,
Europe & Central Asia,,,,2007,43.6167840117545,,13.3736328686525,
Europe & Central Asia,,,,2008,47.3176405251224,,15.5463543218742,
Europe & Central Asia,,,,2009,50.5358377247359,,17.3673053186566,
Europe & Central Asia,,,,2010,56.0868400963956,,18.9934181089781,
Europe & Central Asia,,,,2011,58.7933431415306,,20.3191611085717,
